Name	Set	ImageFile	Type	Attribute	Level	ATK	DEF	Limit	Format	Text
Simbolo de Konohagakure	DR1	konoha_simbolo	Normal Spell					3		Busca en tu mazo 1 carta de ninja tipo "Konohagakure" y añadela a tu mano. Mezcla el mazo
Formacion de Escuadron	DR1	formacion	Normal Spell					3		Invoca de forma especial, desde tu mano, 4 cartas de ninja tipo "Konohagakure Genin" con diferentes nombres. En los proximos 5 turnos, ninguna carta de ninja invocada por esta carta podra declarar ataques ni ser atacada por cartas del oponente
Jirobo lvl 4	DR1	jirobolvl4	Otogakure Shinobi/Efecto	Earth	4	1800	2100	3		Puedes descartar esta carta al Cementerio para añadir 1 carta de "Jirobo" nivel 6 de tu mazo a tu mano. Mezcla el mazo
Kidomaru lvl 4	DR1	kidomarulvl4	Otogakure Shinobi/Efecto	Earth	4	1600	1500	3		Puedes descartar esta carta al Cementerio para añadir 1 carta de "Kidomaru" nivel 6 de tu mazo a tu mano. Mezcla el mazo
Tayuya lvl 4	DR1	tayuyalvl4	Otogakure Shinobi/Efecto	Dark	4	1550	1600	3		Puedes descartar esta carta al Cementerio para añadir 1 carta de "Tayuya" nivel 6 de tu mazo a tu mano. Mezcla el mazo
Sakon y Ukon lvl 4	DR1	sakonukonlvl4	Otogakure Shinobi/Efecto	Dark	4	1600	1550	3		Puedes descartar esta carta al Cementerio para añadir 1 carta de "Sakon y Ukon" nivel 6 de tu mazo a tu mano. Mezcla el mazo
Alguien a Quien Proteger	DR1	alguien_a_quien_proteger	Normal Spell					3		Mezcla 4 cartas de tu mano en tu mazo. Luego, roba 5 cartas de la parte superior de tu mazo
Simbolo de Amegakure	DR1	amegakure_symbol	Normal Spell					3		Busca en tu mazo 1 carta de ninja tipo "Amegakure" y añadela a tu mano. Mezcla el mazo
Simbolo de Kirigakure	DR1	kirigakure_symbol	Normal Spell					3		Busca en tu mazo 1 carta de ninja tipo "Kirigakure" y añadela a tu mano. Mezcla el mazo
Simbolo de Sunagakure	DR1	suna_simbolo	Normal Spell					3		Busca en tu mazo 1 carta de ninja tipo "Sunagakure" y añadela a tu mano. Mezcla el mazo
Simbolo del Clan Akimichi	DR1	clan_akimichi	Normal Spell					3		Busca en tu mazo 1 carta de ninja cuyo nombre contenga "Akimichi" y añadela a tu mano. Mezcla el mazo
Simbolo del Clan Hyuga	DR1	clan_hyuga	Normal Spell					3		Busca en tu mazo 1 carta de ninja cuyo nombre contenga "Hyuga" y añadela a tu mano. Mezcla el mazo
Simbolo del Clan Inuzuka	DR1	clan_inuzuka	Normal Spell					3		Busca en tu mazo 1 carta de ninja cuyo nombre contenga "Inuzuka" y añadela a tu mano. Mezcla el mazo
Simbolo del Clan Nara	DR1	clan_nara	Normal Spell					3		Busca en tu mazo 1 carta de ninja cuyo nombre contenga "Nara" y añadela a tu mano. Mezcla el mazo
Simbolo del Clan Uchiha	DR1	Clan_uchiha	Normal Spell					3		Busca en tu mazo 1 carta de ninja cuyo nombre contenga "Uchiha" y añadela a tu mano. Mezcla el mazo
Simbolo del Clan Yamanaka	DR1	clan_yamanaka	Normal Spell					3		Busca en tu mazo 1 carta de ninja cuyo nombre contenga "Yamanaka" y añadela a tu mano. Mezcla el mazo
Batorugurobu	DR1	batorugurobu	Equip Spell					2		Equipa con esta carta unicamente a "Hermanos Diabolicos". Mientras esta carta siga equipada, brinda el siguiente efecto: Puedes atacar a una carta de ninja del oponente sin efectuar calculo de daño. El ninja que sea atacado por "Hermanos Diabolicos" pierde 200 puntos de ATK y no podra atacar hasta el proximo turno de tu oponente
Ejecucion del Heroe	DR1	ejecucion_del_heroe	Normal Trap					3		Tu oponente descarta 2 cartas de su mano
Ensename Ese Jutsu	DR1	ensename_ese_jutsu	Normal Spell					3		Añade 1 carta de "Oiroke no Jutsu" de tu mazo a tu mano. Mezcla el mazo
Formacion Manji	DR1	formacion_manji	Quick-Play Spell					3		Puedes activar esta carta cuando no controlas cartas de ninja en tu lado del campo. Invoca de forma especial 1 carta de "Uzumaki Naruto", "Uchiha Sasuke" y "Haruno Sakura" desde tu mano. Las cartas invocadas por este efecto no podran ser atacadas durante el turno en el que fue activada esta carta
Gama-chan	DR1	gama-chan	Normal Spell					3		Si no hay cartas magicas/trampa en tu Cementerio, roba 5 cartas de la parte superior de tu mazo. Si en tu Cementerio hay alguna carta magica/trampa, roba 1 carta
Genio del Shogi	DR1	geniodelshogi	Normal Spell					3		Solo puedes activar esta carta si controlas a "Nara Shikamaru". Añade a tu mano, desde tu mazo, 5 cartas magicas/trampa. Mezcla el mazo posteriormente. Solo puedes activar 1 "Genio del Shogi" por turno
Hakkesho Kaiten #2	DR1	Hakkesho2	Quick-Play Spell					3		Debes controlar a "Hyuga Neji" para activar esta carta. Cuando "Hyuga Neji" es declarado como objetivo del ataque de una carta "No-Ninja" nivel 7 o menor que tu oponente controla, puedes activar esta carta. Niega el ataque. "Hyuga Neji" no podra ser declarado como objetivo del ataque de cartas del oponente hasta el final del turno en el que es activada esta carta. Puedes regresar esta carta a tu mano en vez de enviarla al Cementerio
Iryo Ninjutsu	DR1	Iryoninjutsu	Quick-Play Spell					3		Regresa a tu mano, desde tu Cementerio, 1 carta de ninja que haya sido destruida como resultado de una batalla. La carta regresada no podra ser invocada durante el turno en el que es activada esta carta
Kaiza el Heroe	DR1	kaiza	Normal Spell					3		Roba 2 cartas de la parte superior de tu mazo
Liberar Chakra	DR1	liberar_chakra	Normal Spell					3		Roba 5 cartas de la parte superior de tu mazo
Mala Racha	DR1	mala_racha	Normal Trap					3		Lanza 1 moneda a cara o cruz. Si el resultado es 'cara"', roba 7 cartas. Si el resultado es 'cruz', descarta 7 carta de la parte superior de tu mazo
Matones de Gato	DR1	matonesdegato	Normal Trap					1		Roba 7 cartas de la parte superior de tu mazo
Sunagakure no Sato	DR1	sunagakurenosato	Field Spell					3		Incrementa el ATK y la DEF de todos los ninjas tipo "Sunagakure Genin", "Sunagakure Chunin" y "Sunagakure Jonin" en 300 puntos
Tomenage no Jutsu	DR1	Tomenage_no_jutsu	Normal Spell					3		Espia la mano de tu oponente
Shiranui Genma	DR1	genma	Konohagakure Tokubetsu Jonin/Efecto	Fire	4	1600	1600	3		Cuando esta carta es destruida como resultado de una batalla, puedes invocar de forma especial, desde tu mazo o mano, 1 carta de "Shizune" en modo de ataque. Si lo haces desde tu mazo, mezclalo
Namiashi Raido	DR1	raido	Konohagakure Tokubetsu Jonin/Efecto	Fire	4	1700	1500	3		Si "Shiranui Genma" se encuentra presente en tu lado del campo, incrementa los puntos de DEF de esta carta en 500 puntos
Hermanos Diabolicos	DR1	hermanos_diabolicos	Nukenin	Water	4	1600	1550	3		Dos ninjas renegados, asistentes de Zabuza. Fueron enviados para asesinar a Tazuna, el constructor de puentes
Mizuki	DR1	Mizuki	Konohagakure Chunin	Earth	4	1650	1200	3		Un instructor de la Academia Ninja de Konohagakure y aliado de Orochimaru
Gekko Hayate	DR1	gekko_hayate	Konohagakure Tokubetsu Jonin/Efecto	Fire	4	1700	1900	3		Cuando esta carta es destruida (por efecto o como resultado de una batalla), roba 3 cartas de la parte superior del mazo
Uzuki Yugao	DR1	Uzuki_Yugao	Konohagakure ANBU/Efecto	Light	4	1700	1600	3		Si "Gekko Hayate" se encuentra en tu Cementerio, puedes invocar esta carta de forma especial desde tu mano. Cuando esta carta es invocada, puedes invocar de forma especial, desde tu mazo o mano, 3 cartas de ninja tipo "Konohagakure ANBU"
Kekkai Hojin	DR1	kekkai_hojin	Normal Trap					3		Puedes activar esta carta cuando tu oponente declara un ataque directo a tus Life Points. Destruye todas las cartas de ninja y no-ninja del lado del campo del oponente
Pildora Despertadora de Mentes	DR1	pildora_despertadora	Normal Trap					1		Añade 1 carta de ninja tipo "Cursed Seal Shinobi" de tu mazo a tu mano. Mezcla el mazo. Puedes regresar esta carta a tu mano en vez de enviarla al Cementerio
Formacion de los Cuatro	DR1	formacion_delos_cuatro	Quick-Play Spell					3		Envia al Cementerio 1 carta de "Jirobo", "Kidomaru", "Tayuya" y "Sakon y Ukon" desde tu lado del campo o mano, para invocar de forma especial, desde tu mazo, 1 carta de "Los Cuatro del Sonido". No puedes realizar invocaciones durante el turno en el que fue activada esta carta
Enojo de Choji	DR1	Enojo_de_chouji	Normal Spell					3		Roba 5 cartas de la parte superior de tu mazo. Descarta 3 cartas de tu mano
Combate Parejo	DR1	combate_parejo	Quick-Play Spell					3		Puedes activar esta carta durante la Battle Phase del turno de cualquier jugador. Si dos cartas tipo "Genin" en modo de ataque con los mismos puntos de ATK se enfrentan, son regresadas a la mano de sus respectivos dueños
Rivales Hasta el Fin	DR1	rivales_hasta_el_fin	Normal Trap					3		Puedes activar esta carta cuando tu oponente roba 1 carta en su Draw Phase. Roba 2 cartas de la parte superior de tu mazo
Akademi	DR1	akademi	Continuous Spell					3		La carta "Konohagakure no Sato" debe estar activa en el campo. Una vez por turno, mientras esta carta siga activa en el campo, añade 1 carta tipo "konohagakure Genin" de tu mazo a tu mano. Mezcla el mazo
Doton: Arijigoku no Jutsu	DR1	arijigoku	Normal Trap					3		Debes controlar a "Fuma Kagero" para activar esta carta. Destierra todas las cartas de ninja que el oponente controla. Destruye 1 carta magica de campo que se encuentre activa. Destruye todas las cartas magicas y de trampa de efecto continuo activas en el campo
Invocacion: Banco de Piranas	DR1	bancodepiranas	Normal Trap					3		Debes controlar a "Ruiga" para activar esta carta. Selecciona 1 carta de ninja afectada por "Suiton: Suiten Hofutsu". Destrúyela, e inflige daño a los Life Points del oponente igual al ATK original de la carta de ninja destruida por este efecto
Bikochu	DR1	bikochu	Normal Spell					2		Selecciona 1 carta magica o de trampa de tu mano y destierrala. Puedes buscar en tu mazo, 1 carta de ninja cuyo nombre figura en el efecto de la carta magica/trampa desterrada y añadirlo a tu mano. Regresa la carta magica/trampa desterrada por este efecto a la parte superior de tu mazo
Castillo de Orochimaru	DR1	castillo_de_orochimaru	Field Spell					3		Una vez por turno, puedes traer a tu mano desde tu mazo, 1 carta de "Tres Caminos" o "Trampas del Castillo". Mezcla el mazo
Chakura no Hoshoku	DR1	chakura_no_hoshoku	Quick-Play Spell					3		Debes controlar al menos 1 ninja de "Hoshigakure" equipado con "Kujaku Myoho" para activar esta carta. Selecciona 1 carta de ninja que tu oponente controla. Incrementa tus Life Points en un valor igual al ATK original de la carta de ninja del oponente seleccionada
Chakura no Ito	DR1	chakura_no_ito	Continuous Trap					1		Debes controlar a "Fuma Kagero #2" para activar esta carta. Selecciona 1 carta de ninja que tu oponente controla. Si "Fuma Kagero #2" es destruida (como resultado de una batalla o por efectos), la carta del oponente seleccionada tambien
Chakura no Nawa	DR1	chakura_no_nawa	Continuous Trap					3		Selecciona 1 carta de ninja que tu oponente controla. No podra atacar, cambiar su posicion de batalla o activar efectos mientras esta carta permanezca activa en el campo
Chikatsu Saisei no Jutsu	DR1	Chikatsu_Saisei_noJutsu	Normal Spell					3		Selecciona 1 carta de ninja que se encuentre en tu Cementerio y enviala al fondo de tu mazo
Jishaku Ninpo: Denji Genmu	DR1	denji_genmu	Normal Trap					3		Debes controlar a "Jiga" equipado con "Jishaku Ninpo" para activar esta carta. Selecciona 1 carta de ninja que tu oponente controla. No podra declarar ataques por los proximos 3 turnos del oponente
Jutsu: Disco de Hielo	DR1	disco_de_hielo	Continuous Spell					2		Debes controlar a "Renga" para activar esta carta. Mientras esta carta permanezca activa en el campo, "Renga" no puede ser destruido como resultado de una batalla. una vez por turno, durante tu Main Phase, puedes aplicar uno de los siguientes efectos: *Espia la mano del oponente. *Destruye 1 carta de ninja cara arriba en el campo del oponente
Doka: Iwafubuki	DR1	doka_iwafubuki	Quick-Play Spell					3		Debes controlar a "Nagare" para poder activar esta carta. Selecciona 1 carta de ninja que tu oponente controla. Inflige daño a los Life Points de tu oponente igual a la mitad de los puntos de ATK del ninja seleccionado
Emocion de Raiga	DR1	emocion_de_raiga	Normal Trap					3		Cada vez que 1 carta de ninja es desterrada por el efecto de "Gran Funeral", roba 1 carta
Escama Senbon	DR1	escama_senbon	Quick-Play Spell					3		Debes controlar a "Amachi Forma Kaima" para activar esta carta. Selecciona 1 carta de ninja que tu oponente controla. Inflige daño directo a los Life Points de tu oponente igual a la diferencia entre el ATK del ninja seleccionado y el ATK de "Amachi Forma Kaima"
Espada de Hoki	DR1	espadadehoki	Equip Spell					1		Equipa con esta carta unicamente a "Hoki". Incrementa su ATK en 600 puntos. Mientras esta carta siga equipada, "Hoki" no podra ser destruido como resultado de una batalla
Estrella de Hoshigakure	DR1	estrella_de_hoshigakure	Continuous Spell					1		Debes pagar 500 Life Points para activar este efecto. Durante tu Main Phase, puedes añadir desde tu mazo a tu mano, 1 carta magica cuyo nombre sea "Kujaku Myoho". Mezcla el mazo posteriormente
Formacion Ino-Shika-Cho #2	DR1	formacion_inoshikacho	Quick-Play Spell					3		Solo puedes activar esta carta cuando tu oponente controla 2 cartas de ninja y en tu campo no hay ninguna. Invoca de forma especial, desde tu mano, 1 carta de "Yamanaka Ino", "Nara Shikamaru", y "Akimichi Choji". Las cartas invocadas por el efecto de esta carta no podran ser atacadas durante el turno en el que es activada esta carta
Fubaku Hojin	DR1	fubaku_hojin	Continuous Spell					3		Puedes activar esta carta cuando tu oponente invoca 1 carta de ninja. La carta invocada no podra ser sacrificada o regresada a la mano, ni cambiar su posicion de batalla. Si la carta de ninja declara un ataque, es destruida
Doka: Ganseki Sensha	DR1	ganseki_sensha	Normal Spell					3		Incrementa el ATK de "Nagare" en 800 puntos hasta el final del turno en el que fue activada esta carta
Garianto	DR1	garianto	Equip Spell					1		Equipa con esta carta unicamente a "Ryugan". Incrementa su ATK en 400 puntos. Mientras esta carta siga equipada, "Ryugan no podra ser seleccionado por efectos de cartas magicas/trampa continuas del oponente
Criminal Gozunkugi	DR1	gozunkugi	Continuous Trap					1		Durante tu Standby Phase, puedes activar este efecto. Tu oponente envia las 2 primeras cartas de la parte superior de su mazo al Cementerio
Gran Funeral	DR1	gran_funeral	Continuous Trap					1		Cuando "Kurosuki Raiga" destruye 1 carta de ninja del oponente, puedes activar este efecto. Tu oponente destierra la carta de ninja destruida por "Kurosuki Raiga" en vez de enviarla al Cementerio
Hachi Senbon no Jutsu	DR1	hachi_senbon_nojutsu	Normal Trap					3		Debes controlar a "Kamizuru Kurobachi" para activar esta carta. Selecciona y destruye 1 carta de ninja en la Zona de Cartas de Ninja y No-Ninja del oponente
Hachi Bakudan no Jutsu	DR1	hachibakudannojutsu	Normal Trap					3		Debes controlar a "Kamizuru Jibachi" para activar esta carta. Selecciona y destruye hasta 3 cartas de ninja en la Zona de Cartas de Ninja y No-Ninja del oponente
Hachimitsu no Jutsu	DR1	hachimitsunojutsu	Normal Trap					3		Debes controlar a "Kamizuru Suzumebachi" para activar esta carta. Cuando una carta de ninja que el oponente controla declara un ataque, selecciona hasta 3 cartas de ninja en la Zona de Cartas de Ninja y No-Ninja del oponente. No podran atacar ni cambiar su posicion de batalla por el resto del juego
Hani Bunshin	DR1	hani_bunshin	Normal Trap					3		Cuando una carta de ninja del oponente declara un ataque contra una carta que controles cuyo nombre contiene "Kamizuru", puedes activar esta carta. Niega el ataque, y si lo haces, la carta atacante no podra declarar ataques o cambiar su posicion de batalla por el resto del juego
Hana Shuriken: Hikarakuyo	DR1	hikarakujo	Quick-Play Spell					3		Debes controlar al menos 1 carta de tipo "Na no Kuni Shinobi". Selecciona 1 carta de ninja que tu oponente controla. Inflige daño directo a los Life Points de tu oponente igual a la mitad del ATK original del ninja seleccionado
Fujaku hiso Shoken	DR1	hisoshoken	Equip Spell					1		Equipa con esta carta unicamente a "Kujaku". Incrementa su ATK en 400 puntos. Una vez por turno, durante tu Main Phase, puedes traer desde tu mazo a tu mano, 1 carta que en su efecto contenga "Kujaku" impreso en el. Mezcla el mazo
Hoshigakure no Sato	DR1	hoshigakurenosato	Field Spell					3		Mientras esta carta permanezca activa en el campo, ninguna carta de "Hoshigakure" puede ser destruida como resultado de una batalla
Hana Ninpo: Hyakkasaiho	DR1	hyakkasaiho	Normal Spell					3		Debes controlar al menos 1 carta de tipo "Na no Kuni Shinobi". Selecciona 1 carta de ninja boca arriba que tu oponente controla. Destruyela
Hana Ninpo: Hyakkoryoran	DR1	hyakkoryoran	Quick-Play Spell					3		Debes controlar al menos 1 carta de tipo "Na no Kuni Shinobi". Selecciona 1 carta de ninja boca arriba que tu oponente controla. Destruyela
Ikazuchi no Kiba	DR1	ikazuchi_no_kiba	Quick-Play Spell					2		Debes controlar a "Kurosuki Raiga" para activar esta carta. Destruye todas las cartas de ninja en el campo de tu oponente
Inner Sakura	DR1	InnerSakura	Quick-Play Spell					3		Cuando "Haruno Sakura" es seleccionada por el efecto de una carta que pueda tomar el control sobre ella, puedes activar esta carta. Niega el efecto de la carta, y si lo haces, roba 1 carta de la parte superior de tu mazo
Jishaku Ninpo	DR1	jishaku_ninpo	Equip Spell					1		Equipa con esta carta unicamente a "Jiga". Mientras esta carta permanezca equipada, "Jiga" no puede ser destruida como resultado de una batalla. una vez por turno, puedes traer a tu mano, desde tu mazo, 1 "Jishaku Ninpo: Denji Genmu" o "Jishaku Ninpo: Mugen Inseki". Mezcla el mazo
El Jutsu del Dinero	DR1	jutsu_del_dinero	Normal Spell					3		Descarta 4 cartas de tu mano para añadir cualquier carta de tu mazo a tu mano. Mezcla el mazo
Kagero Ninpo: Utakata	DR1	kagero_efimero	Quick-Play Spell					1		Debes controlar a "Fuma Kagero" para activar esta carta. Sacrifica 1 carta de "Fuma Kagero" que controles para destruir todas las cartas de ninja en el lado del campo del oponente
Kazagumo no Jutsu	DR1	kazagumo	Continuous Trap					3		Debes controlar a "Fuma Jigumo" para activar esta carta. Mientras esta carta permanezca activa en el campo, las cartas de ninja del oponente no podran atacar, ser sacrificadas o regresadas a la mano. Las cartas invocadas en turnos posteriores a la activacion de esta carta no se verán afectadas. Si "Fuma Jigumo" abandona el campo, envia esta carta al Cementerio
Kazekiri no Jutsu	DR1	kazekiri	Quick-Play Spell					3		Debes controlar a "Kujaku" para activar esta carta. Cuando tu oponente activa 1 carta magica normal cuyo nombre contiene "Jutsu", niega la activación
Kiba	DR1	Kiba	Equip Spell					1		Equipa con esta carta unicamente a "Kurosuki Raiga". Mientras esta carta siga equipada, brinda el siguiente efecto: *Incrementa el ATK de "Kurosuki Raiga" en 400 puntos. Una vez por turno, durante tu Main Phase, puedes añadir desde tu mazo, 1 carta magica cuyo efecto contenga "Kurosuki Raiga" impreso en el. Mezcla el mazo
Konoha Byoin	DR1	konoha_bioyn	Field Spell					3		La carta "Konohagakure no Sato" debe estar activa en el campo. Mientras esta carta siga activa en el campo, las cartas de ninja en tu lado del campo que sean destruidas, son enviadas al fondo de tu mazo en lugar del Cementerio
Kujaku Myoho: Go	DR1	kujaku_mioho_go	Quick-Play Spell					3		Puedes activar esta carta luego de haber activado "Kujaku Mioho: Kemono". Selecciona 1 carta de ninja que el oponente controla. Inflige daño directo a los Life Points del oponente igual al ATK original de la carta de ninja seleccionada
Kujaku Myoho	DR1	kujakumioho	Equip Spell					3		Equipa con esta carta a un ninja "Hoshigakure". Incrementa su ATK y DEF en 500 puntos. Una vez por turno, mientras esta carta continue equipada, puedes traer desde tu mazo a tu mano 1 carta cuyo nombre contenga "Kujaku Myoho". Mezcla el mazo
Kujaku Myoho: Kemono	DR1	kujakumiohokemono	Quick-Play Spell					3		Puedes activar esta carta cuando un ninja de "Hoshigakure Jonin" equipado con "Kujaku Mioho" es declarado como objetivo de un ataque de un ninja del oponente. Niega el ataque, y si lo haces, puedes traer a tu mano, desde tu mazo, 1 "Kujaku Mioho: Go". Mezcla el mazo
Kujaku Myoho: Yoku	DR1	kujakumiohoyoku	Quick-Play Spell					3		Puedes activar esta carta cuando 1 ninja tipo "Hoshigakure Jonin" es declarado como objetivo del ataque de un ninja que el oponente controla. Niega el ataque, y si lo haces, regresa la carta de "Hoshigakure Jonin" a tu mano junto con todas las cartas equipadas a ella
Kujaku Myoho: Zan	DR1	kujakumiohozan	Quick-Play Spell					3		Puedes activar esta carta cuando controlas a un ninja de "Hoshigakure". Si controlas mas de una carta de ninja de este tipo, selecciona una de ellas. Debes seleccionar 1 carta de ninja que el oponente controla. Destruyela, e inflige daño directo a los Life Points del oponente igual a la diferencia del ATK de la carta de "Hoshigakure" y la carta de ninja del oponente seleccionada
Kunihisa el Nino Bien	DR1	kunihisa	Continuous Spell					1		Mientras esta carta se encuentre activa en tu lado del campo, la carta "El Jutsu del Dinero" es enviada a tu mano en vez de al Cementerio luego de haber sido activada y su efecto resuelto
Hana Ninpo: Kyokasui	DR1	kyokasui	Normal Spell					3		Debes controlar al menos 1 carta de tipo "Na no Kuni Shinobi". Selecciona 1 carta de ninja que tu oponente controla. No podra atacar durante el proximo turno de tu oponente
Jubaku Mandara	DR1	mandala	Continuous Trap					2		Debes controlar a "Fuma Arashi" para activar esta carta. Selecciona 1 carta de ninja que tu oponente controla. No podra atacar, ser atacada, abandonar el campo, o activar efectos. Las cartas que involucren a ese ninja no pueden ser activadas. Durante cada una de tus Standby Phase, lanza 1 dado de 6 caras. Si el resultado es inferior al nivel del ninja seleccionado, envia esta carta al Cementerio
Mugen Kogai	DR1	mugen	Equip Spell					1		Equipa con esta carta unicamente a "Suiko". Incrementa su DEF en 800 puntos. Cuando una carta del oponente declara un ataque contra "Suiko", reduce el daño de batalla a 0. Incrementa tus Life Points en un valor igual al ATK del ninja atacante
Jishaku Ninpo: Mugen Inseki	DR1	mugeninseki	Normal Trap					3		Debes controlar a "Jiga" equipado con "Jishaku Ninpo" para activar esta carta. Selecciona 1 carta de ninja boca arriba que tu oponente controla y destruyela
Mushi Kame no Jutsu	DR1	mushi_kame_nojutsu	Quick-Play Spell					2		Puedes activar esta carta cuando tu oponente activa 1 carta magica/trampa que pueda destruir cartas en tu Zona de Cartas de Ninja y No-Ninja. Niega el efecto de todas las cartas magicas/trampa que el oponente active hasta el final del turno en el que fue activada esta carta. Puedes regresar esta carta a tu mano en vez de enviarla al Cementerio
Ojos de Ranmaru	DR1	ojosderanmaru	Continuous Spell					1		Solo puedes activar esta carta si controlas a "Kurosuki Raiga". Tu oponente debe revelar su mano por el resto del duelo. Una vez por turno, durante tu Main Phase, voltea 1 carta en la Zona de Cartas Magicas/Trampa de tu oponente. Luego regresala a su posicion original. Si "Kurosuki Raiga" es destruido, envia esta carta al Cementerio
Okinawa	DR1	okinawa	Equip Spell					1		Equipa con esta carta unicamente a "Ruiga". Incrementa su ATK y DEF en 300 puntos
Pinzas Tijera	DR1	pinzas_tijera	Equip Spell					3		Equipa con esta carta unicamente a "Fuma Kamikiri". Incrementa su ATK en 500 puntos
Princesa Doble	DR1	princesa_doble	Normal Spell					3		Lanza una moneda a cara o cruz. Si el resultado es 'cara', roba 2 cartas. Si el resultado es 'cruz', no se aplicara ningun efecto
Raigeki no Yoroi	DR1	raigeki_no_yoroi	Equip Spell					3		Equipa con esta carta unicamente a "Kurosuki Raiga". Mientras esta carta siga equipada, reduce todo el daño de batalla a 0. Puedes enviar esta carta al Cementerio para destruir 1 ninja en el campo de tu oponente
Raikyu	DR1	raikyu	Quick-Play Spell					3		Debes controlar a "Kurosuki Raiga" para activar esta carta. Lanza 1 moneda a cara o cruz. Si el resultado es 'cara', destruye 1 carta de ninja en el campo de tu oponente
Rairyu no Tatsumaki	DR1	rairyu	Equip Spell					1		Equipa con esta carta unicamente a "Kurosuki Raiga". Si "Kurosuki Raiga" es declarado como objetivo del ataque de una carta que el oponente controla, destruye la carta. Puedes enviar esta carta al Cementerio para destruir 1 carta de ninja que el oponente controla
Rescate de Shibi	DR1	rescate_de_shibi	Normal Spell					3		Selecciona 1 carta de ninja en tu lado del campo que tenga sus puntos de ATK y DEF reducidos por el efecto de una carta de tu oponente. Restaura sus puntos de ATK y DEF a sus valores originales
Restos del Fundador	DR1	restos_del_fundador	Normal Trap					1		Ofrece 5000 Life Points para activar esta carta. Sacrifica 1 "Hoki" que controles para invocar de forma especial, desde tu mano o mazo, 1 carta de "Seimei". Las cartas equipadas en "Hoki" son regresadas a la mano de su respectivo dueño
Retribucion por la Mision	DR1	retribucion_porla_mision	Normal Spell					3		Tu oponente incrementa sus Life Points en 500 puntos. Roba 2 cartas de la parte superior de tu mazo
Sello del Clan Fuma	DR1	sello_delclan_fuhma	Quick-Play Spell					1		Destruye 1 carta de "Chakura no Ito" activa en el campo
Sello Maldito Animal	DR1	sellomalditoanimal	Continuous Spell					1		Debes controlar a "Mizuki" para activar esta carta. Mientras esta carta se encuentre activa en el campo, el ATK y DEF de "Mizuki" se incrementa en 1000 puntos. Debes ofrecer 700 puntos de vida en cada una de tus Standby Phases. Si no lo haces, destruye esta carta
Senmofu	DR1	senmofu	Quick-Play Spell					3		Debes controlar a "Kujaku" para activar esta carta. Destruye 1 carta de ninja que tu oponente controla. Puedes regresar esta carta a tu mano en vez de enviarla al Cementerio
Shinra Bansho Doka no Jutsu	DR1	shinrabanshodokanojutsu	Equip Spell					1		Equipa con esta carta unicamente a "Nagare". No podra ser destruido como resultado de una batalla. Mientras esta carta permanezca equipada, una vez por turno durante tu Main Phase, puedes traer a tu mano desde tu mazo, 1 "Doka: Ganseki Sensha" o "Doka: Iwafubuki". Mezcla el mazo
Shisa Kugutsu	DR1	shisakugutsu	Continuous Spell					1		Debes controlar a "Fuma Arashi" para activar esta carta. Busca en tu Cementerio 1 carta de "Fuma Jigumo" y "Fuma Kamikiri" y equipalas a "Fuma Arashi". Los puntos de ATK y DEF de ambas cartas equipadas son transferidos a "Fuma Arashi". Si "Fuma Arashi" fuera a ser destruido, puedes enviar 1 carta equipada a el al Cementerio
Shugohakke Rokujuyon Sho	DR1	shugohakkerokujuyonsho	Quick-Play Spell					3		Debes controlar a "Hyuga Hinata" para activar esta carta. Niega todos los ataques de cartas del oponente. Los efectos de cartas magicas/trampa del oponente son cancelados hasta el final del turno en el que fue activada esta carta. Puedes regresar esta carta a la parte superior de tu mazo en vez de enviarla al Cementerio
Shukaku no Hoko	DR1	shukakunohoko	Equip Spell					1		Equipa con esta carta a "Sabaku no Gaara #2". Incrementa su ATK en 700 puntos. Puedes enviar esta carta al Cementerio para destruir 1 carta de ninja que tu oponente controle
Suiton: Suiten Hofutsu	DR1	suitonsuitenhofusu	Continuous Spell					2		Debes controlar a "Ruiga" para activar esta carta. Mientras esta carta permanezca activa en el campo, "Ruiga" no puede ser destruido como resultado de una batalla. Selecciona 1 carta de ninja que el oponente controla, no podra atacar, cambiar su posicion de batalla, ser sacrificada o regresada a la mano, o activar efectos. Las cartas que involucren al ninja afectado por esta carta no podran ser activadas
Suiton: Taihodan	DR1	suitontahodan	Equip Spell					3		Incrementa el ATK de 1 carta tipo "Kaima Shinobi" en 500 puntos. Cuando la carta equipada con esta carta ataca a 1 ninja del oponente, inflige daño directo a los Life Points del oponente igual a la diferencia entre el ATK de la carta equipada y la carta de ninja del oponente. Al final de la Battle Phase, destruye esta carta
Traicion de Karashi	DR1	TraiciondeKarashi	Normal Trap					3		Tu oponente descarta las 3 primeras cartas de la parte superior de su mazo
Jutsu: Trampa de Cabello	DR1	trampadecabello	Continuous Trap					3		Debes controlar a "Fuma Kotohime" para activar esta carta. Selecciona 1 carta de ninja que tu oponente controla. No podra atacar, cambiar su posicion de batalla, o abandonar el campo mientras esta carta este activa. Si "Fuma Kotohime" es destruida, destruye esta carta
Trampa de Miel Escupida	DR1	trampademielescupida	Continuous Trap					3		Debes controlar a "Kyodaihachi" para activar esta carta. Mientras esta carta se encuentre activa en el campo, las cartas en la Zona de Cartas de Ninja y No-Ninja en el lado del campo del oponente no podran atacar o cambiar su posicion de batalla
